root,relative_path,size,lines,mtime,suffix,flags,sha1
神经元重塑,"我的方法论/原子笔记/选题_超量准备选题库和EIOR调研.md",1008,17,2026-04-21 14:58:23,.md,"",3cd0aa74dc958c0cee2c4d20fe84709b52a20604
神经元重塑,"我的方法论/原子笔记/选题_选题公式需求乘以解决方案.md",1449,20,2026-04-26 10:48:54,.md,"",d87689887d212df21ebecbc79d4b48f03f0aa857
神经元重塑,"我的方法论/短文案写法索引.md",2378,66,2026-05-05 21:32:21,.md,"索引导航文件",cc2ecf471485400eba13bf442265cb51d0f67a88
神经元重塑,"我的方法论/🗺️ 我的方法论_MOC.md",4953,121,2026-06-01 15:13:49,.md,"索引导航文件",1f875ecdf28df613b2f08a16b18145902d89ecb5
神经元重塑,"有情绪的文字-舒老师/原子笔记/定位_产品名要体现品牌性格.md",938,18,2026-04-21 11:49:40,.md,"",623772605ecd49fc328faa423e2246b58b306101
神经元重塑,"有情绪的文字-舒老师/原子笔记/定位_产品名要有卖点.md",640,15,2026-04-21 11:32:34,.md,"",80e53ce39e9700aee4d364276f1876ed1a590e03
神经元重塑,"有情绪的文字-舒老师/原子笔记/定位_受众标签化分类法.md",1385,22,2026-04-21 11:48:03,.md,"",179bcaa7a46354c2c5163881c7bca2d8fca34920
神经元重塑,"有情绪的文字-舒老师/原子笔记/定位_受众要区分购买者和使用者.md",586,14,2026-04-21 11:33:20,.md,"",074c7471586081bcb1c4f70d8af4c15bb87e91c9
神经元重塑,"有情绪的文字-舒老师/原子笔记/定位_品类名不是产品名.md",575,14,2026-04-21 11:30:46,.md,"",62f8f5f3764e6d8114528b37f25ce1de84d2c93f
神经元重塑,"有情绪的文字-舒老师/原子笔记/定位_好产品名的四个标准.md",556,14,2026-04-21 11:31:39,.md,"",38d138aeffc2ea43485f915abe0e4e630ab11a9c
神经元重塑,"有情绪的文字-舒老师/原子笔记/定位_好名字要有绰号空间.md",604,14,2026-04-21 11:32:34,.md,"",620674a180ef68ea1a889da946065f661e58fd69
神经元重塑,"有情绪的文字-舒老师/原子笔记/思考方式_不用问卷的调研方法EIOR.md",633,14,2026-04-21 11:36:21,.md,"",0f4925bd143011acf7a6bc420fd97fdddc7ffc42
神经元重塑,"有情绪的文字-舒老师/原子笔记/思考方式_好文案不是复述机器.md",583,14,2026-04-21 11:38:08,.md,"",8df954fcf2a65431ded9e07a0d9b67e13ab22cd7
神经元重塑,"有情绪的文字-舒老师/原子笔记/思考方式_改变思考方式是学文案最难的部分.md",609,14,2026-04-21 11:37:23,.md,"",93c591417d84bfdb654467decaa645a948d4017a
神经元重塑,"有情绪的文字-舒老师/原子笔记/思考方式_文案学习没有公式只有练习.md",1025,18,2026-04-21 11:48:50,.md,"",ce2501fdc138553a2d69c706c2a0cba8fafb8fe2
神经元重塑,"有情绪的文字-舒老师/原子笔记/思考方式_文案需要同时调用感性和理性.md",610,14,2026-04-21 11:34:38,.md,"",fda4fae927b3b185c1c30dba0ce4a9690015c0ad
神经元重塑,"有情绪的文字-舒老师/原子笔记/思考方式_消费者替代方案思维.md",1048,18,2026-04-21 11:48:50,.md,"",d3978d21b1755c917354a762c093b62ac187280e
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_15字内解决问题.md",589,14,2026-04-21 11:20:22,.md,"",d4dd8c77246dcce3db3c97771409c823e24ae83f
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_一句话文案的核心是有特点.md",610,14,2026-04-21 11:20:00,.md,"",11bcd5173d95b3d4785897bb4f728ee4893dc51c
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_产品广告语要先想定位再动笔.md",1050,18,2026-04-21 11:46:24,.md,"",075790832754e99ee546964507aeeca106443fcc
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_从暗需求中找卖点创新.md",1060,18,2026-04-21 11:49:40,.md,"",3ee191b83710b30b35edbb21aa2723d0638134b2
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_修饰性文案是没有目的的文案.md",570,14,2026-04-21 11:17:49,.md,"",16038428e758e43bf5e770600f9728408d101c69
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_卖点按竞争优势分三层.md",619,14,2026-04-21 11:28:58,.md,"",e25bfa86f3659c0af391317ff148973713b82d79
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_卖点按需求规模分三层.md",600,14,2026-04-21 11:28:58,.md,"",14e808b001df65ba407592728695e1e555119bf2
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_卖点是靠文案引导出来的.md",1515,22,2026-04-21 11:48:03,.md,"",952e59bfde697da4d176ebb1a367b76fc6c6fbd6
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_受众性格决定文案表达风格.md",1006,18,2026-04-21 11:46:24,.md,"",f043432c8172f963726dfd3ee3c34fb7c752ea4a
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_好标题的两个维度意外感和收获感.md",1000,18,2026-04-21 11:45:23,.md,"",0141784c3d318277f847f659236ffaa77d9d85c3
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_引导行为是文案的核心功能.md",529,14,2026-04-21 11:17:49,.md,"",6cb7736fb45aeb9119a608290a67c4aef6c33b92
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_打破书面语束缚像说话一样写文案.md",607,14,2026-04-21 11:20:22,.md,"",b31084950ae750998444ff2ffd93e43905f5fb38
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_文字与文案的区别.md",764,17,2026-04-21 11:44:29,.md,"",92bf6f2cd5086f4972c0d194f480cab56954488f
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_文案必须有目的性.md",586,14,2026-04-21 11:19:27,.md,"",a0018878c2623c142f7f465883dc997d67b0e9fc
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_文案的三个留存物.md",508,14,2026-04-21 11:16:45,.md,"",a540d27429908a05acca82258f4a2e906acf349d
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_核心卖点只有一个.md",580,14,2026-04-21 11:28:04,.md,"",fc6cf36286e1a9a4e4a28a707410ff417b10f2ec
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_自嗨文案只是没写完的文案.md",529,14,2026-04-21 11:19:01,.md,"",893e500d5207c507c82e8e70d487790472cb4411
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_自嗨表达vs它嗨表达.md",797,16,2026-04-21 11:44:29,.md,"",065840062221c198388cda5ffc3518654e880924
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_自嗨表达与它嗨表达.md",550,13,2026-04-21 11:18:29,.md,"",159514c8b971ca32d034bb2823134d450ae7568f
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_陌生感是文案有特点的来源.md",1020,18,2026-04-21 11:45:23,.md,"",0352e2460b6d952838f5a4e482f471c5f6e482dc
神经元重塑,"有情绪的文字-舒老师/原子笔记/文案_需求三原理验证卖点真实性.md",562,14,2026-04-21 11:28:04,.md,"",e337f8323242dc72342a4a775db794625f454500
神经元重塑,"有情绪的文字-舒老师/原子笔记/选题_不用问卷的四步调研法EIOR.md",600,14,2026-04-21 11:35:35,.md,"",a3218fe1bdc0c61d83997e40aa299c7519431ebc
神经元重塑,"有情绪的文字-舒老师/原子笔记/选题_购买者和使用者可能不是同一人.md",592,14,2026-04-21 11:35:35,.md,"",f2cf2a74c3d034c5f78aee574f09082ba09bb248
神经元重塑,"有情绪的文字-舒老师/有情绪的文字-舒老师_MOC.md",5966,98,2026-04-21 11:52:12,.md,"索引导航文件",bf4fd5e8d06a9d0b9624757f38e691186add777f
神经元重塑,"美感-谈梦知老师/原子笔记/剪辑_BGM起承转合结构.md",672,14,2026-04-21 12:40:06,.md,"",1b9026ce56689e5afdca4a8439541338163dd47c
神经元重塑,"美感-谈梦知老师/原子笔记/剪辑_声音的前景声与背景声层次.md",685,14,2026-04-21 12:41:40,.md,"",c8f872e6ac139e99863e76f81a63853a749f0110
神经元重塑,"美感-谈梦知老师/原子笔记/剪辑_视频生产五步流程.md",732,15,2026-04-21 12:38:16,.md,"",f5f7f8b7ff9551c30cb28c8bf3f96fff5fd53daf
神经元重塑,"美感-谈梦知老师/原子笔记/剪辑_镜头语言线性关系.md",662,14,2026-04-21 12:41:25,.md,"",49d7d91655542dde00ac28a63d6416ab11b34a6b
神经元重塑,"美感-谈梦知老师/原子笔记/剪辑_音乐与文案意境融合.md",678,14,2026-04-21 12:40:46,.md,"",341fe8a939f478dd238018a221861a73cff65d0e
神经元重塑,"美感-谈梦知老师/原子笔记/变现_商家号与自媒体账号N+1模式.md",693,14,2026-04-21 12:45:18,.md,"",0e99dd65986c39f4c927cd44ed6100c2cac4f0c4
神经元重塑,"美感-谈梦知老师/原子笔记/变现_相似粉与价值需求粉的变现逻辑.md",1258,19,2026-04-21 13:02:26,.md,"",940e0bda250bc53d8f726bfb845da2ba66e3fe91
神经元重塑,"美感-谈梦知老师/原子笔记/定位_人设型vs内容型自媒体的变现差异.md",667,14,2026-04-21 12:23:40,.md,"",ef610f285e885ace99e465f7d073a12db9d229c8
神经元重塑,"美感-谈梦知老师/原子笔记/定位_人设型vs内容型账号.md",681,14,2026-04-21 12:24:05,.md,"",f4d60018f77106605b601138f2e707205437859f
神经元重塑,"美感-谈梦知老师/原子笔记/定位_多平台思维不是单平台思维.md",648,14,2026-04-21 12:23:05,.md,"",d3c2df9811c1c03507d88f3dd1ac05d2588ab627
神经元重塑,"美感-谈梦知老师/原子笔记/定位_特殊经历是人设的记忆点.md",977,18,2026-04-21 12:50:18,.md,"",2f230e60afe0eaea57a3687e00d8544c5d0ae1ff
神经元重塑,"美感-谈梦知老师/原子笔记/定位_自媒体vs流媒体的核心区别.md",639,14,2026-04-21 12:22:39,.md,"",d37ea0b6c31bb51ae16bfc05cda3a41e93fcb538
神经元重塑,"美感-谈梦知老师/原子笔记/定位_自媒体三个核心要素.md",616,14,2026-04-21 12:23:17,.md,"",63fc2eb4c40daf33047aa267e683c6e51deb6a87
神经元重塑,"美感-谈梦知老师/原子笔记/定位_自媒体影响力的五个判断标准.md",595,13,2026-04-21 12:24:24,.md,"",ef974e3cff634d75298d86ddb6f6151512a97d5b
神经元重塑,"美感-谈梦知老师/原子笔记/定位_自媒体的本质是把自己变成流量体.md",964,18,2026-04-21 12:49:34,.md,"",f8a87bcaa3f4675831bf5ff9199a1db7f7d6e9a5
神经元重塑,"美感-谈梦知老师/原子笔记/定位_账号搭建三阶段.md",1053,18,2026-04-21 12:51:20,.md,"",34b8642e875e0fb031611e5b75be87408809cede
神经元重塑,"美感-谈梦知老师/原子笔记/思考方式_不要用AI配音声音是人设的一部分.md",752,14,2026-04-21 12:45:35,.md,"",d2da09557dccfb07b97e0272f374933fecab2764
神经元重塑,"美感-谈梦知老师/原子笔记/拍摄_对白的拍摄方式.md",761,14,2026-04-21 12:33:32,.md,"",da23b0a61b76efbd6d1882971ac14abd39b22065
神经元重塑,"美感-谈梦知老师/原子笔记/拍摄_旁白的拍摄方式.md",762,15,2026-04-21 12:34:24,.md,"",bdb8a4617fded2941316c112e23e61fb6bc8b2c6
神经元重塑,"美感-谈梦知老师/原子笔记/拍摄_景别的具体功能.md",758,14,2026-04-21 12:35:59,.md,"",5764839a1f5fc3284165d97991753cf4cdaf6f7f
神经元重塑,"美感-谈梦知老师/原子笔记/拍摄_灯光通识柔度光比.md",1042,17,2026-04-21 13:03:03,.md,"",6c5e0b483b3d304d8a6d087f8f246d213d42fe88
神经元重塑,"美感-谈梦知老师/原子笔记/拍摄_独白画面的拍摄技法.md",706,14,2026-04-21 12:34:57,.md,"",eba2501933c90945c7a508348cd5fb8b86305b07
神经元重塑,"美感-谈梦知老师/原子笔记/拍摄_视角的具体功能.md",733,14,2026-04-21 12:36:33,.md,"",a90e32eb785384ece14b78704e041b7ea2a86102
神经元重塑,"美感-谈梦知老师/原子笔记/文案_分段式文案写法100字一个单元.md",695,14,2026-04-21 12:29:11,.md,"",ce1a771dfdd6c49c700f0bab6d4f4ea46101458c
神经元重塑,"美感-谈梦知老师/原子笔记/文案_分段式文案写法100字一单元.md",676,14,2026-04-21 12:29:31,.md,"",c91dbdc804adb4b70a44d75c1e3913c827f6515c
神经元重塑,"美感-谈梦知老师/原子笔记/文案_名词可视化和动词可视化.md",656,14,2026-04-21 12:32:30,.md,"",d0eb39b1e20befa456c0c3457cda90646d875ca9
神经元重塑,"美感-谈梦知老师/原子笔记/文案_声音是视频创作的第一位.md",1011,18,2026-04-21 12:59:12,.md,"",761d79d09e7db9560fa90f86c672a42ca538e572
神经元重塑,"美感-谈梦知老师/原子笔记/文案_声音是视频创作第一位.md",664,14,2026-04-21 12:27:45,.md,"",e6e6a622fe219bff1992192e6c5f694b830ae01f
神经元重塑,"美感-谈梦知老师/原子笔记/文案_对白独白旁白三种演绎语法.md",1179,19,2026-04-21 13:01:22,.md,"",405746898ceb54ad51301586f5394c9610421d18
神经元重塑,"美感-谈梦知老师/原子笔记/文案_对白独白旁白三种表达语法.md",788,16,2026-04-21 12:29:54,.md,"",dc5a9976dc3145ec14444ece92c3c16465e489c5
神经元重塑,"美感-谈梦知老师/原子笔记/文案_总分总结构与清单式结构.md",1233,19,2026-04-21 13:10:39,.md,"",7b0881e35f2f0a7fc6a5ded4065227be3b729656
神经元重塑,"美感-谈梦知老师/原子笔记/文案_总分总结构短视频通用框架.md",676,14,2026-04-21 12:30:56,.md,"",4a06ae8e1a5e38b0584964bfe99252eb0d92c4be
神经元重塑,"美感-谈梦知老师/原子笔记/文案_情绪是短视频唯一的度量衡.md",1249,19,2026-04-21 13:00:30,.md,"",c24e3044e81ad3990bede04a32b1b18e8919f71e
神经元重塑,"美感-谈梦知老师/原子笔记/文案_清单式文案结构.md",653,14,2026-04-21 12:31:54,.md,"",c26f7df0d0a24facb34e1b74672a6cf534143c84
神经元重塑,"美感-谈梦知老师/原子笔记/视觉美学_影调与氛围的关系.md",1040,18,2026-04-21 13:04:21,.md,"",53ea773869408e44eb6de56988ef36d74d08e9c1
神经元重塑,"美感-谈梦知老师/原子笔记/视觉美学_焦段与空间关系.md",779,14,2026-04-21 12:43:53,.md,"",8cd83130aa96d26caea07723c36216f908adfbc0
神经元重塑,"美感-谈梦知老师/原子笔记/视觉美学_色彩的情绪语言.md",698,14,2026-04-21 12:43:04,.md,"",76adc271829ff14170046c5c3a7828f817461575
神经元重塑,"美感-谈梦知老师/原子笔记/选题_互动机制设计.md",1014,17,2026-04-21 12:54:15,.md,"",875964eaa95f9e28b44a3931f1c553f4b714c68b
神经元重塑,"美感-谈梦知老师/原子笔记/选题_传播分效果分互动分三维诊断.md",688,14,2026-04-21 12:26:29,.md,"",d64eadc8fd4b385743e5a8603ab6eef8c2e485cd
神经元重塑,"美感-谈梦知老师/原子笔记/选题_选题垂直性是被关注的前提.md",644,14,2026-04-21 12:27:06,.md,"",5fc0d332a54fff08f588f2fb06e197b5b2d5aa31
神经元重塑,"美感-谈梦知老师/原子笔记/选题_选题漏斗三层需求.md",658,14,2026-04-21 12:25:16,.md,"",5b81d1d12c58740a5fe9e598f9efa07d85807b57
神经元重塑,"美感-谈梦知老师/原子笔记/选题_选题漏斗三层需求递进.md",1190,19,2026-04-21 12:56:22,.md,"",9ab9a399ae450ac6237592fe5cf2edd42c73e5f4
神经元重塑,"美感-谈梦知老师/原子笔记/选题_选题要围绕自己为线索.md",605,14,2026-04-21 12:26:08,.md,"",2cf847df0b5e79b4f49ca01918ff03db0dc5471e
神经元重塑,"美感-谈梦知老师/美感-谈梦知老师_MOC.md",5312,102,2026-04-21 13:15:41,.md,"索引导航文件",60324364740de345382b70af0c13d6eb984d37b3
神经元重塑,"花火商学院/原子笔记/变现_免费分享是最强变现策略.md",579,14,2026-04-20 18:43:47,.md,"",c828bdc6e8d2d5eb6d3edecf59f90b8f03b7728d
神经元重塑,"花火商学院/原子笔记/变现_变现三种基本模式.md",650,15,2026-04-20 18:42:58,.md,"",920ebc30b4f44d1566e0daa1724e3c40a9192ee2
神经元重塑,"花火商学院/原子笔记/变现_变现三角流量信任产品.md",614,15,2026-04-20 18:42:43,.md,"",b8beea07ce7e122e138e177f3849752ff1f531ac
神经元重塑,"花火商学院/原子笔记/变现_用户价值决定变现方向.md",612,14,2026-04-20 18:43:31,.md,"",325eefc0f88f71ec7f011e2e248fc3765d10c6a3
神经元重塑,"花火商学院/原子笔记/变现_私域转化路径设计.md",542,14,2026-04-20 18:43:13,.md,"",857928beb573dd8b9a0f2bb488e4b643e3c310d4
神经元重塑,"花火商学院/原子笔记/定位_IP与网红的区别.md",597,14,2026-04-20 18:15:00,.md,"",c98c14fe94945238ae6e3a73945993713bcf3616
神经元重塑,"花火商学院/原子笔记/定位_人设不等于定位.md",546,14,2026-04-20 18:12:40,.md,"",8b89a5d1a9fd3648e40187875667ccc463cc3f73
神经元重塑,"花火商学院/原子笔记/定位_以弱胜强现身说法.md",570,14,2026-04-20 18:20:32,.md,"",915ff3442696c8951cd5099d470bc7f40a82c384
神经元重塑,"花火商学院/原子笔记/定位_定位是模糊的方向.md",467,14,2026-04-20 18:10:07,.md,"",0dbed01412fbd30d6e3bfd3795900b5d03783f48
神经元重塑,"花火商学院/原子笔记/定位_找到具体用户张小阳.md",612,15,2026-04-20 18:17:19,.md,"",b850915f7992d6c210190fea0db7dc45b0031e30
神经元重塑,"花火商学院/原子笔记/定位_理性壁垒加情感羁绊.md",532,14,2026-04-20 18:23:51,.md,"",0a3dbb9e27d9466bc659703b3bd6529e0387c36d
神经元重塑,"花火商学院/原子笔记/定位_用户与价值是定位核心.md",597,15,2026-04-20 18:16:14,.md,"",2d146e936c2b55c1867a84c22604e8d0bba9fd4f
神经元重塑,"花火商学院/原子笔记/定位_竞争力六字箴言.md",647,15,2026-04-20 18:20:09,.md,"",43cdc3adcc5554286ad5b66ff85dd1369ce538b8
神经元重塑,"花火商学院/原子笔记/定位_组合创新叠加价值.md",558,14,2026-04-20 18:21:55,.md,"",33731b14738b70095b2f7c965d8d5e06a942d553
神经元重塑,"花火商学院/原子笔记/定位_账号定位五要素.md",547,15,2026-04-20 18:11:07,.md,"",d2e08f2ccb09cf1ffd66f61cebd685b0d83afeee
神经元重塑,"花火商学院/原子笔记/定位_跨行信息差优势.md",548,14,2026-04-20 18:21:05,.md,"",68779ada4b6174f9ad2e2e15f9d383bac75ebcbb
神经元重塑,"花火商学院/原子笔记/定位_身份不决定定位.md",501,14,2026-04-20 18:14:27,.md,"",a5b36e55b2cab115841724834e3a9a8a2f98fbb8
神经元重塑,"花火商学院/原子笔记/定位_过度工具人与过度抽象.md",629,14,2026-04-20 18:18:41,.md,"",26c07735e9ff3ecc2768855d1c24435b5565c45f
神经元重塑,"花火商学院/原子笔记/定位_选题落地定位.md",516,14,2026-04-20 18:19:32,.md,"",d92e5fca67d902112b8990e57455bff9eec13473
神经元重塑,"花火商学院/原子笔记/思考方式_数据是反馈不是评判.md",578,14,2026-04-20 18:45:01,.md,"",74b646efe0c202f34a7556ef4d9f29ad5ec7ac38
神经元重塑,"花火商学院/原子笔记/思考方式_用自己理解世界.md",611,14,2026-04-20 18:44:37,.md,"",ad3f77e743ac76d0f668f6e38f48b3c34707876e
神经元重塑,"花火商学院/原子笔记/思考方式_知识必须落实到计划.md",555,14,2026-04-20 18:44:24,.md,"",7cfc7e6c7777971f289acfc0be060950a5358ba9
神经元重塑,"花火商学院/原子笔记/思考方式_行动优先70分原则.md",537,14,2026-04-20 18:44:12,.md,"",060286b8729136336611e4820f4940fc266815ef
神经元重塑,"花火商学院/原子笔记/思考方式_贪多嚼不烂专注一个方向.md",580,15,2026-04-20 18:45:19,.md,"",230896fd3d7222c95b0579f387df2bf423b1a27b
神经元重塑,"花火商学院/原子笔记/拍摄_产品即符号.md",538,14,2026-04-20 18:42:27,.md,"",d2df1f6295aa7f6f09b5423ffa6810bc44c0197c
神经元重塑,"花火商学院/原子笔记/拍摄_产品拍摄六种视觉手法.md",708,14,2026-04-20 18:41:27,.md,"",07c119441b359d3deb692a9e9a5dcfc6675222f3
神经元重塑,"花火商学院/原子笔记/拍摄_光线与色彩的心理暗示.md",594,14,2026-04-20 18:42:07,.md,"",978faa6d28ad579af1d24ee5bd74f186e4a6dddd
神经元重塑,"花火商学院/原子笔记/拍摄_帮观众在想象中购物.md",573,14,2026-04-20 18:41:48,.md,"",2a4ea34c24400359021f31cbeb1b595bf6e7ef3d
神经元重塑,"花火商学院/原子笔记/文案_个体经历与普遍经验结合.md",596,14,2026-04-20 18:38:46,.md,"",95cf8b7fbe3f96b4d0605834665d3e29bc20b5c4
神经元重塑,"花火商学院/原子笔记/文案_从抽象到具象是基本功.md",606,14,2026-04-20 18:36:30,.md,"",5f5409de82f1084d324af24800e43438424f635e
神经元重塑,"花火商学院/原子笔记/文案_具体细节产生故事感.md",667,15,2026-04-20 18:38:27,.md,"",bcede0e03d1d284714de2a9ccb1e3675109c3706
神经元重塑,"花火商学院/原子笔记/文案_可视化把抽象变直观.md",638,14,2026-04-20 18:37:44,.md,"",8418695a3c355088a6665ad937b593b973d6e4b0
神经元重塑,"花火商学院/原子笔记/文案_多用短句少用长句.md",546,14,2026-04-20 18:40:29,.md,"",abc3056829d0ad6e3169de2de3676e94a4807bb8
神经元重塑,"花火商学院/原子笔记/文案_开头三秒决定完播率.md",539,14,2026-04-20 18:39:51,.md,"",320e620b4ed32d1a37efcc0c92b8706c103ca500
神经元重塑,"花火商学院/原子笔记/文案_故事感需要人物关系.md",542,14,2026-04-20 18:39:02,.md,"",b561c450f4b988f8053b5c4fdb4a1e8eb90e48ed
神经元重塑,"花火商学院/原子笔记/文案_短视频要用直观语言.md",562,14,2026-04-20 18:37:06,.md,"",73f6d1c8ba7e2e82b5f51ef68c56f46d8370d8e7
神经元重塑,"花火商学院/原子笔记/文案_节奏感推高情绪.md",531,14,2026-04-20 18:40:54,.md,"",1fcd1f47c142779012966398c00df27ef80b4565
神经元重塑,"花火商学院/原子笔记/框架_信息量扩充六个维度.md",644,14,2026-04-20 18:39:22,.md,"",0300002c9601c502262de7b0282610dd6a7f69f5
神经元重塑,"花火商学院/原子笔记/框架_开头五种钩子类型.md",614,14,2026-04-20 18:40:16,.md,"",d50c6624f215d4740a51b4980fb1316c1d3c246b
神经元重塑,"花火商学院/原子笔记/框架_结尾要有行动指令.md",584,14,2026-04-20 18:40:41,.md,"",b6b37f34775591ed1816a72f3d58caac9456dbad
神经元重塑,"花火商学院/原子笔记/选题_五种解决方案类型.md",659,15,2026-04-20 18:32:55,.md,"",8d3ed8a2cd7b77a3c6b4da97b520bdb59dfaf3ee
神经元重塑,"花火商学院/原子笔记/选题_信息差是流量密码.md",539,14,2026-04-20 18:33:35,.md,"",5261289c4807305c450afeb83a787f39d6ce378f
神经元重塑,"花火商学院/原子笔记/选题_八种常规选题类型.md",620,14,2026-04-20 18:33:57,.md,"",3bd24f54775c5fb748791114ec039c491dfc12b7
神经元重塑,"花火商学院/原子笔记/选题_听到沉默的声音.md",567,14,2026-04-20 18:32:20,.md,"",d0870b0d87f01362f5cd948abd08dc36c66a9d52
神经元重塑,"花火商学院/原子笔记/选题_每条视频要有赌注.md",554,14,2026-04-20 18:33:16,.md,"",1becff1d05157f60f7c3a5cb1f759659a6805315
神经元重塑,"花火商学院/原子笔记/选题_生活展示明线与暗线.md",623,14,2026-04-20 18:34:45,.md,"",dcf3df36282bfaaf5cdadde66a1992bbc61b6c99
神经元重塑,"花火商学院/原子笔记/选题_积累反应机制.md",530,14,2026-04-20 18:32:01,.md,"",5de3c85d1e3e58551cc182d4dd6d7c85b8294f06
神经元重塑,"花火商学院/原子笔记/选题_超量准备选题库.md",551,14,2026-04-20 18:28:29,.md,"",2edcffde7719137489265e7c53f519b175061228
神经元重塑,"花火商学院/原子笔记/选题_选题是需求加解决方案.md",599,15,2026-04-20 18:26:47,.md,"",a87be345b9ca2ed51e5191666f9d9c4e03b40832
神经元重塑,"花火商学院/原子笔记/选题_选题要回归用户.md",471,14,2026-04-20 18:35:09,.md,"",94e137be25f621d3af5064f073d8e615617b3317
神经元重塑,"花火商学院/原子笔记/选题_需求库与解决方案库.md",563,15,2026-04-20 18:27:53,.md,"",3d51844e3bf51ecfc490ab9bd4155857a55d1904
神经元重塑,"花火商学院/原子笔记/选题_需求探索四个方法.md",577,14,2026-04-20 18:31:05,.md,"",d5551b2ed183b2523fa4c7ad115538395dee5902
神经元重塑,"花火商学院/花火商学院MOC.md",2376,96,2026-04-20 18:47:21,.md,"索引导航文件",f9b7cf21a0345a0b44402acd109e8443d974037d
神经元重塑,"🎯 调用索引_MOC.md",13630,102,2026-06-26 13:52:50,.md,"索引导航文件",fc8742a93ae3b4d83a85a798c01f6ed8387fc52c
神经元重塑,"🗺️ 新媒体方法论总地图_MOC.md",8816,178,2026-05-06 19:41:32,.md,"索引导航文件",a8ef0d0d5eb8baffe4c020350d5201d54d143235
神经元重塑,"🗺️ 短视频创作流程地图（导航版）.md",4944,71,2026-06-01 15:13:53,.md,"索引导航文件",4cc4aab3ccccea9826572a02fa4936d83298640f
神经元重塑,"🧠 我的创作DNA.md",11739,178,2026-06-05 15:48:11,.md,"",ab3690a4f4c316fa2dcf7f7f86b6154a64ab9864
